otu_id,size,kingdom,phylum,class,order,family,genus,species,taxa_labels
OTU_2781,4,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_2865,4,Fungi,Basidiomycota,Agaricomycetes,Geastrales,,,,Geastrales_sp
OTU_2771,4,Fungi,,,,,,,Fungi_sp
OTU_2837,4,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,,,Clavicipitaceae_sp
OTU_3086,4,Fungi,,,,,,,Fungi_sp
OTU_2786,4,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,Helotiales_sp
OTU_2839,4,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma,,Tulostoma_sp
OTU_2860,4,Fungi,Ascomycota,Dothideomycetes,Catinellales,Catinellaceae,Catinella,Catinella_olivacea,Catinella_olivacea
OTU_3348,4,Fungi,Chytridiomycota,,,,,,Chytridiomycota_sp
OTU_3111,4,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_curtus,Coprinellus_curtus
OTU_2961,4,Fungi,Ascomycota,Eurotiomycetes,Onygenales,,,,Onygenales_sp
OTU_3122,4,Fungi,Basidiomycota,,,,,,Basidiomycota_sp
OTU_2850,4,Fungi,,,,,,,Fungi_sp
OTU_2820,4,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,,Claroideoglomus_sp
OTU_3402,4,Fungi,,,,,,,Fungi_sp
OTU_3352,4,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_3335,4,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_3123,4,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,,,Clavicipitaceae_sp
OTU_3087,4,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,,,Sporormiaceae_sp
OTU_3415,4,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,Sordariales_sp
OTU_3412,4,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Warcupia,Warcupia_terrestris,Warcupia_terrestris
OTU_3421,4,Fungi,Basidiomycota,,,,,,Basidiomycota_sp
OTU_3645,4,Fungi,,,,,,,Fungi_sp
OTU_3386,4,Fungi,Ascomycota,Sordariomycetes,,,,,Sordariomycetes_sp
OTU_3560,4,Fungi,,,,,,,Fungi_sp
OTU_3534,4,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phialophora,Phialophora_cyclaminis,Phialophora_cyclaminis
OTU_4003,4,Fungi,Basidiomycota,,,,,,Basidiomycota_sp
OTU_3474,4,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis,Rhizophagus_irregularis
OTU_3654,4,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_3708,4,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis,Rhizophagus_irregularis
OTU_3770,4,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Microdominikia,Microdominikia_litorea,Microdominikia_litorea
OTU_3823,4,Fungi,,,,,,,Fungi_sp
OTU_3760,4,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_5227,4,Fungi,,,,,,,Fungi_sp
OTU_4663,4,Fungi,,,,,,,Fungi_sp
OTU_4007,4,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_5311,4,Fungi,,,,,,,Fungi_sp
OTU_4159,4,Fungi,,,,,,,Fungi_sp
OTU_4712,4,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,Mortierella_sp
OTU_4777,4,Fungi,,,,,,,Fungi_sp
OTU_4290,4,Fungi,,,,,,,Fungi_sp
OTU_4080,4,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis,Rhizophagus_irregularis
OTU_4261,4,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_4312,4,Fungi,,,,,,,Fungi_sp
OTU_4246,4,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis,Rhizophagus_irregularis
OTU_4407,4,Fungi,,,,,,,Fungi_sp
OTU_4293,4,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_4410,4,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_4362,4,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_4314,4,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_4738,4,Fungi,,,,,,,Fungi_sp
OTU_3854,4,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_4465,4,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,,Dominikia_sp
OTU_5441,4,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,,,Stachybotryaceae_sp
OTU_5086,4,Fungi,Glomeromycota,,,,,,Glomeromycota_sp
OTU_4819,4,Fungi,,,,,,,Fungi_sp
OTU_4756,4,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_4885,4,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_4544,4,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,,Diversispora_sp
OTU_5890,4,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,,Rhizophagus_sp
OTU_5590,4,Fungi,,,,,,,Fungi_sp
OTU_5136,4,Fungi,,,,,,,Fungi_sp
OTU_2508,3,Fungi,,,,,,,Fungi_sp
OTU_2532,3,Fungi,Ascomycota,Sordariomycetes,Fuscosporellales,Fuscosporellales_fam_Incertae_sedis,Mucispora,,Mucispora_sp
OTU_2543,3,Fungi,,,,,,,Fungi_sp
OTU_2505,3,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,,Xylaria_sp
OTU_2523,3,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Gomphillus,Gomphillus_calycioides,Gomphillus_calycioides
OTU_2529,3,Fungi,,,,,,,Fungi_sp
OTU_2512,3,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,Chaetothyriales_sp
OTU_2507,3,Fungi,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,,Phaeococcomyces_sp
OTU_2524,3,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Neoascochyta,Neoascochyta_desmazieri,Neoascochyta_desmazieri
OTU_2526,3,Fungi,,,,,,,Fungi_sp
OTU_2553,3,Fungi,,,,,,,Fungi_sp
OTU_2539,3,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Dichotomopilus,Dichotomopilus_indicus,Dichotomopilus_indicus
OTU_2544,3,Fungi,Basidiomycota,Agaricomycetes,,,,,Agaricomycetes_sp
OTU_2554,3,Fungi,Ascomycota,Eurotiomycetes,Onygenales,,,,Onygenales_sp
OTU_2518,3,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Talaromyces,Talaromyces_piceae,Talaromyces_piceae
OTU_2570,3,Fungi,,,,,,,Fungi_sp
OTU_2556,3,Fungi,,,,,,,Fungi_sp
OTU_2581,3,Fungi,Aphelidiomycota,,,,,,Aphelidiomycota_sp
OTU_2567,3,Fungi,,,,,,,Fungi_sp
OTU_2575,3,Fungi,Aphelidiomycota,,,,,,Aphelidiomycota_sp
OTU_2549,3,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Nemania,,Nemania_sp
OTU_2596,3,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,,,Sympoventuriaceae_sp
OTU_2598,3,Fungi,Rozellomycota,,,,,,Rozellomycota_sp
OTU_2587,3,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_2593,3,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_2594,3,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_2571,3,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Fusidium,,Fusidium_sp
OTU_2621,3,Fungi,,,,,,,Fungi_sp
OTU_2619,3,Fungi,,,,,,,Fungi_sp
OTU_2588,3,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Lapidomyces,,Lapidomyces_sp
OTU_2605,3,Fungi,,,,,,,Fungi_sp
OTU_2641,3,Fungi,,,,,,,Fungi_sp
OTU_2618,3,Fungi,Kickxellomycota,,,,,,Kickxellomycota_sp
OTU_2595,3,Fungi,,,,,,,Fungi_sp
OTU_2616,3,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis_rosea,Rhizophlyctis_rosea
OTU_2689,3,Fungi,,,,,,,Fungi_sp
OTU_2629,3,Fungi,Ascomycota,Sordariomycetes,Microascales,,,,Microascales_sp
OTU_2698,3,Fungi,,,,,,,Fungi_sp
OTU_2620,3,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Protomycetaceae,Protomyces,Protomyces_inouyei,Protomyces_inouyei
OTU_2631,3,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,,Coniochaeta_sp
OTU_2632,3,Fungi,,,,,,,Fungi_sp
OTU_2615,3,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,Macrophomina_phaseolina,Macrophomina_phaseolina
OTU_2673,3,Fungi,Mucoromycota,Endogonomycetes,GS21,,,,GS21_sp
OTU_2749,3,Fungi,,,,,,,Fungi_sp
OTU_2649,3,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_2722,3,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,Sordariales_sp
OTU_2700,3,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_2672,3,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera_mrakii,Cyberlindnera_mrakii
OTU_2744,3,Fungi,,,,,,,Fungi_sp
OTU_2750,3,Fungi,,,,,,,Fungi_sp
OTU_2752,3,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Catabotrydaceae,,,Catabotrydaceae_sp
OTU_2604,3,Fungi,Basidiomycota,Tremellomycetes,,,,,Tremellomycetes_sp
OTU_2701,3,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Hypocreales_sp
OTU_2666,3,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Neopyrenochaetaceae,Neopyrenochaeta,Neopyrenochaeta_acicola,Neopyrenochaeta_acicola
OTU_2644,3,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_2695,3,Fungi,,,,,,,Fungi_sp
OTU_2718,3,Fungi,,,,,,,Fungi_sp
OTU_2739,3,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,,Mortierellales_sp
OTU_2731,3,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,,Preussia_sp
OTU_2783,3,Fungi,,,,,,,Fungi_sp
OTU_2788,3,Fungi,,,,,,,Fungi_sp
OTU_2785,3,Fungi,,,,,,,Fungi_sp
OTU_2765,3,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Pleosporales_sp
OTU_2764,3,Fungi,,,,,,,Fungi_sp
OTU_2707,3,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Fibroporia,Fibroporia_vaillantii,Fibroporia_vaillantii
OTU_2772,3,Fungi,Basidiomycota,Agaricomycetes,Boletales,Coniophoraceae,Coniophora,Coniophora_opuntiae,Coniophora_opuntiae
OTU_2799,3,Fungi,,,,,,,Fungi_sp
OTU_2704,3,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,,,Diversisporaceae_sp
OTU_2810,3,Fungi,,,,,,,Fungi_sp
OTU_2824,3,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_2759,3,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,,Phaeosphaeriaceae_sp
OTU_2762,3,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Scytalidium,Scytalidium_circinatum,Scytalidium_circinatum
OTU_2819,3,Fungi,,,,,,,Fungi_sp
OTU_2780,3,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Hypocreales_sp
OTU_2814,3,Fungi,Ascomycota,Sordariomycetes,Melanosporales,Ceratostomataceae,,,Ceratostomataceae_sp
OTU_2789,3,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_2796,3,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_rossicum,Trichoderma_rossicum
OTU_2823,3,Fungi,,,,,,,Fungi_sp
OTU_2846,3,Fungi,,,,,,,Fungi_sp
OTU_2802,3,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,,Chaetomium_sp
OTU_2812,3,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Chrysosporium,Chrysosporium_carmichaelii,Chrysosporium_carmichaelii
OTU_2784,3,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,,,Capnodiales_sp
OTU_2797,3,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_2798,3,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,,Clavariaceae_sp
OTU_2843,3,Fungi,,,,,,,Fungi_sp
OTU_2816,3,Fungi,Rozellomycota,,,,,,Rozellomycota_sp
OTU_2872,3,Fungi,,,,,,,Fungi_sp
OTU_2840,3,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,,,Clavicipitaceae_sp
OTU_2877,3,Fungi,,,,,,,Fungi_sp
OTU_2871,3,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,,,,Spizellomycetales_sp
OTU_2869,3,Fungi,,,,,,,Fungi_sp
OTU_2856,3,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Sarocladium,Sarocladium_dejongiae,Sarocladium_dejongiae
OTU_2876,3,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_2854,3,Fungi,Ascomycota,Pezizomycetes,Pezizales,,,,Pezizales_sp
OTU_2880,3,Fungi,Chytridiomycota,,,,,,Chytridiomycota_sp
OTU_2858,3,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Meristemomyces,Meristemomyces_frigidus,Meristemomyces_frigidus
OTU_2870,3,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,Sordariales_sp
OTU_2862,3,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium_wieringae,Filobasidium_wieringae
OTU_2863,3,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Hypocreales_sp
OTU_2885,3,Fungi,Basidiomycota,Classiculomycetes,Classiculales,,,,Classiculales_sp
OTU_2878,3,Fungi,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Triscelophorus,,Triscelophorus_sp
OTU_2899,3,Fungi,Kickxellomycota,,,,,,Kickxellomycota_sp
OTU_2892,3,Fungi,,,,,,,Fungi_sp
OTU_2861,3,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,Papiliotrema_pseudoalba,Papiliotrema_pseudoalba
OTU_2882,3,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Nemania,Nemania_rubi,Nemania_rubi
OTU_2886,3,Fungi,,,,,,,Fungi_sp
OTU_2935,3,Fungi,Chytridiomycota,,,,,,Chytridiomycota_sp
OTU_2958,3,Fungi,,,,,,,Fungi_sp
OTU_2925,3,Fungi,Ascomycota,Sordariomycetes,,,,,Sordariomycetes_sp
OTU_2890,3,Fungi,,,,,,,Fungi_sp
OTU_2954,3,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia_pachydermatis,Malassezia_pachydermatis
OTU_2955,3,Fungi,Ascomycota,Sordariomycetes,,,,,Sordariomycetes_sp
OTU_3058,3,Fungi,,,,,,,Fungi_sp
OTU_2940,3,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Dichotomopilus,Dichotomopilus_pratensis,Dichotomopilus_pratensis
OTU_3007,3,Fungi,Aphelidiomycota,Aphelidiomycetes,GS16,,,,GS16_sp
OTU_2964,3,Fungi,Rozellomycota,,,,,,Rozellomycota_sp
OTU_3114,3,Fungi,,,,,,,Fungi_sp
OTU_3046,3,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Scolecobasidium,Scolecobasidium_constrictum,Scolecobasidium_constrictum
OTU_3049,3,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_2995,3,Fungi,Ascomycota,Sordariomycetes,,,,,Sordariomycetes_sp
OTU_3051,3,Fungi,,,,,,,Fungi_sp
OTU_3117,3,Fungi,Chytridiomycota,,,,,,Chytridiomycota_sp
OTU_3037,3,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Neodevriesiaceae,,,Neodevriesiaceae_sp
OTU_3146,3,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_3143,3,Fungi,,,,,,,Fungi_sp
OTU_3119,3,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,,Trichoderma_sp
OTU_3149,3,Fungi,,,,,,,Fungi_sp
OTU_2997,3,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_dubia,Preussia_dubia
OTU_3160,3,Fungi,Ascomycota,Lecanoromycetes,Gyalectales,Phlyctidaceae,Phlyctis,Phlyctis_speirea,Phlyctis_speirea
OTU_3136,3,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Pholiota,Pholiota_adiposa,Pholiota_adiposa
OTU_2998,3,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,,Tetracladium_sp
OTU_3153,3,Fungi,Basidiomycota,Agaricomycetes,,,,,Agaricomycetes_sp
OTU_3181,3,Fungi,,,,,,,Fungi_sp
OTU_3170,3,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_3057,3,Fungi,Ascomycota,Lecanoromycetes,Gyalectales,Phlyctidaceae,Phlyctis,Phlyctis_speirea,Phlyctis_speirea
OTU_3194,3,Fungi,,,,,,,Fungi_sp
OTU_3150,3,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Marchandiobasidium,,Marchandiobasidium_sp
OTU_3172,3,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cyphellaceae,Limnoperdon,Limnoperdon_incarnatum,Limnoperdon_incarnatum
OTU_3267,3,Fungi,Ascomycota,Lecanoromycetes,Gyalectales,Phlyctidaceae,Phlyctis,Phlyctis_speirea,Phlyctis_speirea
OTU_3210,3,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,,,Magnaporthaceae_sp
OTU_3151,3,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Tetragoniomycetaceae,Tetragoniomyces,,Tetragoniomyces_sp
OTU_3239,3,Fungi,Ascomycota,Sordariomycetes,,,,,Sordariomycetes_sp
OTU_3259,3,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Geastrum,Geastrum_floriforme,Geastrum_floriforme
OTU_3186,3,Fungi,,,,,,,Fungi_sp
OTU_3198,3,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Oxyporus,Oxyporus_piceicola,Oxyporus_piceicola
OTU_3215,3,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma_terricola,Solicoccozyma_terricola
OTU_3205,3,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,Penicillium_sp
OTU_3268,3,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_3346,3,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_3336,3,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenales_fam_Incertae_sedis,Spiromastix,,Spiromastix_sp
OTU_3316,3,Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Peroneutypa,Peroneutypa_scoparia,Peroneutypa_scoparia
OTU_3255,3,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,,Cyphellophora_sp
OTU_3354,3,Fungi,Chytridiomycota,,,,,,Chytridiomycota_sp
OTU_3338,3,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arachnomycetaceae,Arachnomyces,,Arachnomyces_sp
OTU_3244,3,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,,Herpotrichiellaceae_sp
OTU_3290,3,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Madurella,Madurella_pseudomycetomatis,Madurella_pseudomycetomatis
OTU_3350,3,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,Pyrenophora_cynosuri,Pyrenophora_cynosuri
OTU_3246,3,Fungi,,,,,,,Fungi_sp
OTU_3447,3,Fungi,,,,,,,Fungi_sp
OTU_3223,3,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,,,Capnodiales_sp
OTU_3392,3,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,,,,Spizellomycetales_sp
OTU_3332,3,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_udicola,Coprinopsis_udicola
OTU_3277,3,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma,,Tulostoma_sp
OTU_3561,3,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Brunneomyces,Brunneomyces_brunnescens,Brunneomyces_brunnescens
OTU_3377,3,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,,,,Spizellomycetales_sp
OTU_3432,3,Fungi,,,,,,,Fungi_sp
OTU_3480,3,Fungi,,,,,,,Fungi_sp
OTU_3440,3,Fungi,,,,,,,Fungi_sp
OTU_3439,3,Fungi,Basidiomycota,Tremellomycetes,,,,,Tremellomycetes_sp
OTU_3550,3,Fungi,,,,,,,Fungi_sp
OTU_3449,3,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_3511,3,Fungi,Basidiomycota,Agaricomycetes,Geastrales,,,,Geastrales_sp
OTU_3543,3,Fungi,,,,,,,Fungi_sp
OTU_3552,3,Fungi,,,,,,,Fungi_sp
OTU_3472,3,Fungi,,,,,,,Fungi_sp
OTU_3458,3,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,,Nectriaceae_sp
OTU_3500,3,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,,,Chaetomiaceae_sp
OTU_3477,3,Fungi,,,,,,,Fungi_sp
OTU_3649,3,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,,,,Paraglomerales_sp
OTU_3898,3,Fungi,,,,,,,Fungi_sp
OTU_3578,3,Fungi,Basidiomycota,Agaricomycetes,,,,,Agaricomycetes_sp
OTU_3535,3,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_poae,Fusarium_poae
OTU_3754,3,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_longiciliatum,Chaetomium_longiciliatum
OTU_3609,3,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiomycetes_ord_Incertae_sedis,Symmetrosporaceae,Symmetrospora,,Symmetrospora_sp
OTU_3749,3,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis,Rhizophagus_irregularis
OTU_4042,3,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Bovista,,Bovista_sp
OTU_3730,3,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,,Funneliformis_sp
OTU_3973,3,Fungi,,,,,,,Fungi_sp
OTU_3732,3,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta_ligniaria,Coniochaeta_ligniaria
OTU_3569,3,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_3597,3,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_3925,3,Fungi,,,,,,,Fungi_sp
OTU_3726,3,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Phaeobotryon,Phaeobotryon_negundinis,Phaeobotryon_negundinis
OTU_4041,3,Fungi,Basidiomycota,,,,,,Basidiomycota_sp
OTU_4058,3,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_circinelloides,Mucor_circinelloides
OTU_3767,3,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_3882,3,Fungi,,,,,,,Fungi_sp
OTU_3755,3,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_intraradices,Rhizophagus_intraradices
OTU_4145,3,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_3938,3,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,,Diversispora_sp
OTU_3747,3,Fungi,,,,,,,Fungi_sp
OTU_4101,3,Fungi,Ascomycota,Lecanoromycetes,Gyalectales,Phlyctidaceae,Phlyctis,Phlyctis_speirea,Phlyctis_speirea
OTU_4137,3,Fungi,Mucoromycota,Endogonomycetes,,,,,Endogonomycetes_sp
OTU_4079,3,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_3810,3,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_4131,3,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Calvatia,Calvatia_bicolor,Calvatia_bicolor
OTU_3899,3,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis,Rhizophagus_irregularis
OTU_3869,3,Fungi,Ascomycota,Sordariomycetes,Sordariales,Schizotheciaceae,Schizothecium,Schizothecium_carpinicola,Schizothecium_carpinicola
